slug,type,state,primary_keyword,title,h1,word_count,faq_count,in_wave_states,in_wave_top200
fairfax,city,Virginia,send flowers to Fairfax,"Send Flowers, Cakes & Gifts to Fairfax, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Fairfax, VA",126,3,False,False
vienna,city,Virginia,send flowers to Vienna,"Send Flowers, Cakes & Gifts to Vienna, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Vienna, VA",124,3,False,False
mclean,city,Virginia,send flowers to McLean,"Send Flowers, Cakes & Gifts to McLean, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to McLean, VA",137,3,False,False
chantilly,city,Virginia,send flowers to Chantilly,"Send Flowers, Cakes & Gifts to Chantilly, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Chantilly, VA",131,3,False,False
centreville,city,Virginia,send flowers to Centreville,"Send Flowers, Cakes & Gifts to Centreville, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Centreville, VA",129,3,False,False
sterling,city,Virginia,send flowers to Sterling,"Send Flowers, Cakes & Gifts to Sterling, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Sterling, VA",122,3,False,False
leesburg,city,Virginia,send flowers to Leesburg,"Send Flowers, Cakes & Gifts to Leesburg, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Leesburg, VA",126,3,False,False
manassas,city,Virginia,send flowers to Manassas,"Send Flowers, Cakes & Gifts to Manassas, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Manassas, VA",124,3,False,False
woodbridge-va,city,Virginia,send flowers to Woodbridge,"Send Flowers, Cakes & Gifts to Woodbridge, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Woodbridge, VA",137,3,False,False
charlottesville,city,Virginia,send flowers to Charlottesville,"Send Flowers, Cakes & Gifts to Charlottesville, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Charlottesville, VA",129,3,False,False
blacksburg,city,Virginia,send flowers to Blacksburg,"Send Flowers, Cakes & Gifts to Blacksburg, VA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Blacksburg, VA",127,3,False,False
seattle,city,Washington,send flowers to Seattle,"Send Flowers, Cakes & Gifts to Seattle, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Seattle, WA",122,3,False,True
spokane,city,Washington,send flowers to Spokane,"Send Flowers, Cakes & Gifts to Spokane, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Spokane, WA",124,3,False,False
tacoma,city,Washington,send flowers to Tacoma,"Send Flowers, Cakes & Gifts to Tacoma, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Tacoma, WA",127,3,False,False
vancouver,city,Washington,send flowers to Vancouver,"Send Flowers, Cakes & Gifts to Vancouver, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Vancouver, WA",138,3,False,False
bellevue-wa,city,Washington,send flowers to Bellevue,"Send Flowers, Cakes & Gifts to Bellevue, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Bellevue, WA",131,3,False,False
kent,city,Washington,send flowers to Kent,"Send Flowers, Cakes & Gifts to Kent, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Kent, WA",132,3,False,False
everett,city,Washington,send flowers to Everett,"Send Flowers, Cakes & Gifts to Everett, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Everett, WA",122,3,False,False
renton,city,Washington,send flowers to Renton,"Send Flowers, Cakes & Gifts to Renton, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Renton, WA",127,3,False,False
federal-way,city,Washington,send flowers to Federal Way,"Send Flowers, Cakes & Gifts to Federal Way, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Federal Way, WA",130,3,False,False
redmond,city,Washington,send flowers to Redmond,"Send Flowers, Cakes & Gifts to Redmond, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Redmond, WA",137,3,False,False
kirkland,city,Washington,send flowers to Kirkland,"Send Flowers, Cakes & Gifts to Kirkland, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Kirkland, WA",131,3,False,False
sammamish,city,Washington,send flowers to Sammamish,"Send Flowers, Cakes & Gifts to Sammamish, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Sammamish, WA",129,3,False,False
bothell,city,Washington,send flowers to Bothell,"Send Flowers, Cakes & Gifts to Bothell, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Bothell, WA",122,3,False,False
issaquah,city,Washington,send flowers to Issaquah,"Send Flowers, Cakes & Gifts to Issaquah, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Issaquah, WA",126,3,False,False
olympia,city,Washington,send flowers to Olympia,"Send Flowers, Cakes & Gifts to Olympia, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Olympia, WA",127,3,False,False
bellingham,city,Washington,send flowers to Bellingham,"Send Flowers, Cakes & Gifts to Bellingham, WA | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Bellingham, WA",135,3,False,False
charleston-wv,city,West Virginia,send flowers to Charleston,"Send Flowers, Cakes & Gifts to Charleston, WV | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Charleston, WV",133,3,False,False
huntington,city,West Virginia,send flowers to Huntington,"Send Flowers, Cakes & Gifts to Huntington, WV | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Huntington, WV",131,3,False,False
morgantown,city,West Virginia,send flowers to Morgantown,"Send Flowers, Cakes & Gifts to Morgantown, WV | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Morgantown, WV",124,3,False,False
milwaukee,city,Wisconsin,send flowers to Milwaukee,"Send Flowers, Cakes & Gifts to Milwaukee, WI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Milwaukee, WI",126,3,False,False
madison,city,Wisconsin,send flowers to Madison,"Send Flowers, Cakes & Gifts to Madison, WI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Madison, WI",122,3,False,False
green-bay,city,Wisconsin,send flowers to Green Bay,"Send Flowers, Cakes & Gifts to Green Bay, WI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Green Bay, WI",143,3,False,False
kenosha,city,Wisconsin,send flowers to Kenosha,"Send Flowers, Cakes & Gifts to Kenosha, WI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Kenosha, WI",132,3,False,False
racine,city,Wisconsin,send flowers to Racine,"Send Flowers, Cakes & Gifts to Racine, WI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Racine, WI",129,3,False,False
appleton,city,Wisconsin,send flowers to Appleton,"Send Flowers, Cakes & Gifts to Appleton, WI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Appleton, WI",120,3,False,False
waukesha,city,Wisconsin,send flowers to Waukesha,"Send Flowers, Cakes & Gifts to Waukesha, WI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Waukesha, WI",126,3,False,False
brookfield,city,Wisconsin,send flowers to Brookfield,"Send Flowers, Cakes & Gifts to Brookfield, WI | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Brookfield, WI",124,3,False,False
cheyenne,city,Wyoming,send flowers to Cheyenne,"Send Flowers, Cakes & Gifts to Cheyenne, WY | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Cheyenne, WY",135,3,False,False
casper,city,Wyoming,send flowers to Casper,"Send Flowers, Cakes & Gifts to Casper, WY | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Casper, WY",129,3,False,False
jackson-wy,city,Wyoming,send flowers to Jackson,"Send Flowers, Cakes & Gifts to Jackson, WY | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Jackson, WY",127,3,False,False
washington-dc,city,District of Columbia,send flowers to Washington,"Send Flowers, Cakes & Gifts to Washington, DC | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Washington, DC",125,3,False,False
san-juan,city,Puerto Rico,send flowers to San Juan,"Send Flowers, Cakes & Gifts to San Juan, PR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to San Juan, PR",132,3,False,False
bayamon,city,Puerto Rico,send flowers to Bayamon,"Send Flowers, Cakes & Gifts to Bayamon, PR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Bayamon, PR",127,3,False,False
ponce,city,Puerto Rico,send flowers to Ponce,"Send Flowers, Cakes & Gifts to Ponce, PR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Ponce, PR",139,3,False,False
carolina,city,Puerto Rico,send flowers to Carolina,"Send Flowers, Cakes & Gifts to Carolina, PR | Same-Day | BlossomPot","Send Flowers, Cakes & Gifts to Carolina, PR",133,3,False,False
